Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,Agent,Country,State or Province,City,Order Date,Ship Date,Profit,Quantity ordered new,Sales
Not Specified,0.02,6.48,9.17,194,Tammy Goldman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1996,0.37,West,William,United States,Utah,Lehi,10/01/2015,11/01/2015,-105.69,4,28.2
Medium,0.09,3.29,1.35,194,Tammy Goldman,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Acco¨ Hot Clipsª Clips to Go,0.4,West,William,United States,Utah,Lehi,30/03/2015,01/04/2015,15.66,23,71.55
Critical,0,161.55,19.99,197,Samantha Weaver,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer¨ Files,0.66,Central,Chris,United States,Kansas,Overland Park,02/04/2015,04/04/2015,1167.16,19,3108.98
Critical,0,161.55,19.99,198,Leroy Blanchard,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer¨ Files,0.66,Central,Chris,United States,Michigan,Detroit,02/04/2015,04/04/2015,1014.92,77,12599.55
Not Specified,0.09,12.28,4.86,202,Max Small,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1933,0.38,Central,Chris,United States,Oklahoma,Bartlesville,27/04/2015,28/04/2015,1.73,3,34.65
High,0.03,7.37,5.53,202,Max Small,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",0.69,Central,Chris,United States,Oklahoma,Bartlesville,16/01/2015,18/01/2015,-133.7,11,85.79
Low,0.05,1.86,2.58,210,Floyd Dale,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,"Super Bands, 12/Pack",0.82,East,Erin,United States,New York,Troy,17/01/2015,21/01/2015,-66.62,9,17.61
Medium,0.09,5.4,7.78,210,Floyd Dale,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,0.37,East,Erin,United States,New York,Troy,02/06/2015,02/06/2015,-21.49,4,27.3
Medium,0.02,20.28,6.68,210,Floyd Dale,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,"Seth Thomas 8 1/2"" Cubicle Clock",0.53,East,Erin,United States,New York,Troy,02/06/2015,02/06/2015,44.68,3,64.75
Medium,0,11.55,2.36,210,Floyd Dale,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 309,0.55,East,Erin,United States,New York,Troy,02/06/2015,03/06/2015,23.6,5,62.98
Medium,0.01,10.06,2.06,211,Anna Wood,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit¨ Designer Note Cubes¨,0.39,East,Erin,United States,New York,Utica,06/01/2015,08/01/2015,7.59,2,21.2
Medium,0,65.99,5.92,211,Anna Wood,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,252,0.55,East,Erin,United States,New York,Utica,06/01/2015,08/01/2015,-107.99,3,173.32
Medium,0.05,2.08,2.56,211,Anna Wood,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Kleencut¨ Forged Office Shears by Acme United Corporation,0.55,East,Erin,United States,New York,Utica,02/06/2015,03/06/2015,-36.25,20,42.29
Medium,0.05,119.99,56.14,218,Frances Saunders,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,West,William,United States,Utah,Murray,09/06/2015,11/06/2015,-102.51,6,730.37
Medium,0.03,60.89,32.41,228,Colleen Andrews,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",0.56,South,Sam,United States,North Carolina,Mint Hill,02/04/2015,03/04/2015,36.35,7,450.49
Medium,0.07,5.81,8.49,233,Michele Bullard,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Black Plastic Comb Bindings,0.39,Central,Chris,United States,Illinois,Orland Park,20/02/2015,22/02/2015,-243.24,10,58.8
Medium,0.04,9.65,6.22,233,Michele Bullard,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon Expressionsª Desk Accessory, Wood Pencil Holder, Oak",0.55,Central,Chris,United States,Illinois,Orland Park,20/02/2015,21/02/2015,-53.62,12,120.47
Critical,0.06,279.81,23.19,234,Don Cameron,Delivery Truck,Small Business,Office Supplies,Appliances,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,0.59,Central,Chris,United States,Iowa,Newton,05/02/2015,06/02/2015,1103.97,6,1599.96
High,0.03,28.53,1.49,234,Don Cameron,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,Central,Chris,United States,Iowa,Newton,27/03/2015,29/03/2015,136.34,7,197.59
High,0.01,15.28,1.99,234,Don Cameron,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",0.42,Central,Chris,United States,Iowa,Newton,27/03/2015,29/03/2015,-12.46,2,33.04
Low,0.06,3.34,7.49,234,Don Cameron,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Eldon Spacemaker¨ Box, Quick-Snap Lid, Clear",0.54,Central,Chris,United States,Iowa,Newton,28/04/2015,30/04/2015,-175.86,8,27.45
Not Specified,0,442.14,14.7,236,Shawn McIntyre,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,West,William,United States,Colorado,Louisville,22/02/2015,22/02/2015,3294.83,10,4775.11
Medium,0.1,19.98,5.77,240,Gilbert Scarborough,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox Blank Computer Paper,0.38,West,William,United States,Colorado,Fountain,20/04/2015,20/04/2015,35.09,3,57.41
Medium,0.06,259.71,66.67,241,Amy Ellis Holder,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",0.61,West,William,United States,Colorado,Grand Junction,20/04/2015,21/04/2015,785.63,11,2809.87
Low,0.01,5.94,9.92,241,Amy Ellis Holder,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Proª Binders,0.38,West,William,United States,Colorado,Grand Junction,26/05/2015,02/06/2015,-256.52,13,79.93
Low,0.02,125.99,3,241,Amy Ellis Holder,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,270c,0.59,West,William,United States,Colorado,Grand Junction,26/05/2015,26/05/2015,398.36,8,873.18
Medium,0.02,146.05,80.2,247,Marshall Brandt Briggs,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BPI Conference Tables,0.71,South,Sam,United States,Tennessee,Maryville,23/02/2015,23/02/2015,-101.19,5,798.69
Medium,0.06,65.99,5.92,247,Marshall Brandt Briggs,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,252,0.55,South,Sam,United States,Tennessee,Maryville,23/02/2015,24/02/2015,-3.33,14,792.11
Medium,0.09,2.88,0.99,247,Marshall Brandt Briggs,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 514,0.36,South,Sam,United States,Tennessee,Maryville,21/03/2015,23/03/2015,-145.08,10,28.73
Critical,0.02,2.58,1.3,250,Brenda Nelson Blanchard,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,DIXON Oriole¨ Pencils,0.59,Central,Chris,United States,Minnesota,Richfield,28/05/2015,29/05/2015,1.11,39,109.74
Critical,0.02,65.99,3.9,250,Brenda Nelson Blanchard,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC Series,0.55,Central,Chris,United States,Minnesota,Richfield,28/05/2015,29/05/2015,1061.38,27,1543.55
Medium,0.1,280.98,35.67,254,Brett Hawkins,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Global Adaptabilitiesª Conference Tables,0.66,West,William,United States,Colorado,Highlands Ranch,10/06/2015,11/06/2015,-53.75,5,1332.82
Critical,0.03,8.34,2.64,256,Irene Li,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme¨ Elite Stainless Steel Scissors,0.59,East,Erin,United States,Pennsylvania,Hanover,31/01/2015,02/02/2015,0.68,4,34.64
Medium,0.05,17.48,1.99,258,Allan Shields,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",0.45,South,Sam,United States,Florida,Seminole,02/01/2015,04/01/2015,-127.01,3,52.47
Low,0.09,2.88,0.7,259,Edward Pugh,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,0.56,West,William,United States,New Mexico,Santa Fe,19/01/2015,19/01/2015,5.75,10,26.38
High,0.05,31.76,45.51,263,Carlos Hess,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Hon iLevelª Computer Training Table,0.65,East,Erin,United States,Ohio,Cleveland Heights,21/01/2015,23/01/2015,-2177.99,9,304.34
Not Specified,0,73.98,12.14,266,Ross Frederick,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,0.67,Central,Chris,United States,Texas,San Antonio,18/05/2015,20/05/2015,326.25,17,1300.81
Medium,0.08,6.48,7.03,266,Ross Frederick,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 214,0.37,Central,Chris,United States,Texas,San Antonio,15/05/2015,16/05/2015,8.93,10,67.86
Medium,0.01,20.34,35,266,Ross Frederick,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,0.84,Central,Chris,United States,Texas,San Antonio,15/05/2015,16/05/2015,229.64,33,747.28
Low,0.02,5.58,5.3,268,James Beck,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,0.35,West,William,United States,Arizona,Flagstaff,07/04/2015,12/04/2015,-22.48,3,18.67
Low,0.03,40.89,18.98,268,James Beck,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,West,William,United States,Arizona,Flagstaff,07/04/2015,14/04/2015,78.98,5,210.77
Low,0.09,35.94,6.66,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"Tyvek ¨ Top-Opening Peel & Seel ¨ Envelopes, Gray",0.4,West,William,United States,Arizona,Gilbert,05/06/2015,10/06/2015,144.29,6,209.12
Low,0,170.98,13.99,269,Calvin Boyette,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Tenex Antistatic Computer Chair Mats,0.75,West,William,United States,Arizona,Gilbert,05/06/2015,12/06/2015,888.15,7,1287.17
Low,0.09,4.98,7.44,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1922,0.36,West,William,United States,Arizona,Gilbert,05/06/2015,07/06/2015,-46.01,9,46.17
Medium,0.1,80.97,30.06,271,Sam Rouse,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,0.4,South,Sam,United States,Georgia,Forest Park,30/03/2015,31/03/2015,128.03,12,899.81
Low,0.02,5.58,5.3,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,0.35,South,Sam,United States,North Carolina,Charlotte,07/04/2015,12/04/2015,-29.9,11,68.46
Low,0.03,40.89,18.98,272,Eleanor Swain,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,South,Sam,United States,North Carolina,Charlotte,07/04/2015,14/04/2015,52.92,21,885.23
Low,0.09,35.94,6.66,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"Tyvek ¨ Top-Opening Peel & Seel ¨ Envelopes, Gray",0.4,South,Sam,United States,North Carolina,Charlotte,05/06/2015,10/06/2015,72.19,24,836.47
Low,0.09,4.98,7.44,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1922,0.36,South,Sam,United States,North Carolina,Charlotte,05/06/2015,07/06/2015,-122.37,37,189.83
Not Specified,0.09,15.28,10.91,275,Roger Blalock Cassidy,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Recycled Premium Regency Composition Covers,0.36,East,Erin,United States,Connecticut,Fairfield,24/01/2015,25/01/2015,-51.75,4,61.52
Critical,0.04,1.98,0.7,276,Lucille Rankin,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",0.83,East,Erin,United States,Connecticut,Newington,21/05/2015,22/05/2015,-1,3,8.3
Critical,0.03,55.99,5,282,Vickie Andrews,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory36,0.83,East,Erin,United States,New Jersey,Belleville,21/05/2015,22/05/2015,-221.25,9,416.95
High,0.1,1.68,1.57,283,Pauline Boyette,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,East,Erin,United States,New Jersey,Newark,17/06/2015,18/06/2015,-11.57,11,18.71
Low,0,4.13,5.34,286,Virginia Gay,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE¨ Binder by Acco,0.38,Central,Chris,United States,Kansas,Shawnee,17/06/2015,21/06/2015,-61.87,9,40.95
Low,0.1,130.98,54.74,286,Virginia Gay,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",0.69,Central,Chris,United States,Kansas,Shawnee,17/06/2015,21/06/2015,-530.24,9,1155.73
Critical,0.09,28.48,1.99,288,Patricia Cole Blair,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",0.4,Central,Chris,United States,Kansas,Wichita,16/01/2015,19/01/2015,132.69,7,192.3
Critical,0.08,65.99,4.99,288,Patricia Cole Blair,Express Air,Small Business,Technology,Telephones and Communication,Small Box,MicroTAC 650,0.58,Central,Chris,United States,Kansas,Wichita,16/01/2015,18/01/2015,496.89,14,748.1
Not Specified,0.04,4.98,4.62,290,Sara O'Connor,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,West,William,United States,Colorado,Loveland,25/03/2015,26/03/2015,-135.16,20,102.54
High,0.01,8.33,1.99,306,Thomas McAllister,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,East,Erin,United States,Maryland,Pikesville,14/02/2015,15/02/2015,15.9,8,70.16
High,0.04,85.99,0.99,306,Thomas McAllister,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,East,Erin,United States,Maryland,Pikesville,14/02/2015,16/02/2015,855.99,17,1240.57
High,0.01,8.33,1.99,308,Glen Caldwell,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,West,William,United States,Washington,Seattle,14/02/2015,15/02/2015,10.74,32,280.62
Medium,0.04,1637.53,24.49,314,Ruby Gibbons,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,High Speed Automatic Electric Letter Opener,0.81,Central,Chris,United States,Illinois,Forest Park,20/03/2015,22/03/2015,-1759.58,2,3206.94
Medium,0.01,19.98,4,315,Benjamin Kaufman,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,East,Erin,United States,Massachusetts,Belchertown,20/03/2015,20/03/2015,-72.23,2,43.08
Not Specified,0.09,7.38,5.21,317,Katherine Kearney,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",0.56,West,William,United States,California,Lemon Grove,17/06/2015,18/06/2015,-27.16,9,66.55
Not Specified,0.04,5.98,5.15,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,0.36,West,William,United States,California,Lemon Grove,17/06/2015,18/06/2015,-52.34,17,103.49
Not Specified,0.04,15.42,10.68,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Decoflex Hanging Personal Folder File, Blue",0.58,West,William,United States,California,Lemon Grove,17/06/2015,18/06/2015,-119.94,12,192.18
Low,0.04,8.33,1.99,321,Arthur Lowe Nash,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,East,Erin,United States,Maryland,Potomac,04/04/2015,09/04/2015,9.93,11,89.76
Not Specified,0.06,7.99,5.03,326,Brenda May,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,Central,Chris,United States,Illinois,Batavia,09/06/2015,10/06/2015,-29.17,4,28.46
Medium,0.06,296.18,54.12,329,Faye Dyer,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,East,Erin,United States,Maine,Sanford,14/04/2015,15/04/2015,-715.78,5,1170.21
Medium,0.01,29.1,4,331,Bradley Pollock,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Acco Keyboard-In-A-Box¨,0.78,East,Erin,United States,New Hampshire,Goffstown,14/04/2015,16/04/2015,-22.82,8,243.32
Critical,0.06,276.2,24.49,335,Curtis O'Connell,Regular Air,Corporate,Furniture,Chairs & Chairmats,Large Box,SAFCO Arco Folding Chair,,West,William,United States,Oregon,Medford,04/05/2015,05/05/2015,2639.47,14,3825.32
Critical,0.09,6.28,5.29,335,Curtis O'Connell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon¨ 200 Classª Desk Accessories, Burgundy",0.43,West,William,United States,Oregon,Medford,04/05/2015,04/05/2015,-5.2,1,8.53
Medium,0.08,7.77,9.23,339,Bobby Clements,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,East,Erin,United States,Ohio,Columbus,17/03/2015,18/03/2015,-83.65,5,40.3
Medium,0.07,7.59,4,339,Bobby Clements,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot¨ Doorstop, Safety Yellow",0.42,East,Erin,United States,Ohio,Columbus,17/03/2015,19/03/2015,24.39,15,111.88
Critical,0.01,3.26,1.86,342,Jacqueline Noble,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",0.41,South,Sam,United States,Florida,Miami,04/05/2015,06/05/2015,-4.67,20,73.97
Critical,0.03,15.23,27.75,343,Lynn Epstein,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,East,Erin,United States,Maine,Bangor,31/01/2015,01/02/2015,11.65,7,111.86
Critical,0.01,3.26,1.86,344,Rosemary English,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",0.41,East,Erin,United States,Maine,Portland,04/05/2015,06/05/2015,0.7,5,18.49
Critical,0,8.34,2.64,349,Kim Weiss,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme¨ Elite Stainless Steel Scissors,0.59,South,Sam,United States,Florida,Miami,09/06/2015,11/06/2015,5.86,23,212.89
Medium,0.04,99.23,8.99,349,Kim Weiss,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,South,Sam,United States,Florida,Miami,02/01/2015,04/01/2015,1916.68,54,5555.6
Critical,0,8.34,2.64,351,Juanita Coley Knox,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme¨ Elite Stainless Steel Scissors,0.59,East,Erin,United States,New York,Watertown,09/06/2015,11/06/2015,10.5,6,55.54
Medium,0.04,99.23,8.99,351,Juanita Coley Knox,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,East,Erin,United States,New York,Watertown,02/01/2015,04/01/2015,993.83,14,1440.34
Low,0.08,4.89,4.93,353,Bonnie Chambers,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",0.66,West,William,United States,Arizona,Glendale,14/05/2015,14/05/2015,-165.45,17,84.76
Low,0.07,6.68,6.92,353,Bonnie Chambers,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1898,0.37,West,William,United States,Arizona,Glendale,14/05/2015,21/05/2015,-141.12,16,104.84
Critical,0.07,124.49,51.94,357,Barbara McNamara,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,West,William,United States,Arizona,Kingman,24/05/2015,25/05/2015,1074.44,14,1714.93
